,State,Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
4418,2,9275.681451999999,0,2,3,1,1,52494.0,0,1,119.0,5.0,69.0,0.0,7.0,3,8,3,2,571.2,5,1
4419,2,7595.335237,0,0,4,3,2,20538.0,0,3,104.0,25.0,64.0,0.0,7.0,2,0,4,2,499.2,3,1
4420,2,24258.71383,0,1,4,2,2,0.0,0,1,89.0,35.0,22.0,0.0,2.0,2,2,4,2,538.689882,5,0
4421,3,24636.96719,0,0,4,1,2,73716.0,1,2,103.0,2.0,91.0,0.0,2.0,1,5,4,3,162.66264099999998,2,0
4422,3,2810.464447,1,0,3,1,2,26790.0,0,2,71.0,4.0,41.0,0.0,1.0,2,2,3,2,340.8,5,0
4423,0,2337.356699,0,0,3,2,2,0.0,0,1,65.0,31.0,52.0,0.0,1.0,3,8,3,2,468.0,4,1
4424,0,4668.043154,0,0,4,1,2,53252.0,0,2,117.0,1.0,76.0,0.0,1.0,2,2,3,4,561.6,3,0
4425,1,10972.06778,1,1,1,1,2,24164.0,0,3,137.0,2.0,40.0,0.0,5.0,2,2,3,2,657.6,2,0
4426,1,34611.37896,1,0,4,1,1,20090.0,0,2,109.0,10.0,59.0,0.0,2.0,1,9,3,2,523.2,2,0
4427,2,2478.833596,0,0,0,1,2,81721.0,1,1,63.0,11.0,5.0,0.0,1.0,2,4,3,4,133.90028999999998,4,3
4428,3,26197.41498,1,0,4,4,1,18495.0,0,2,113.0,10.0,15.0,0.0,2.0,2,4,4,0,542.4,3,3
4429,1,6282.079645000001,0,1,3,1,2,42314.0,1,2,80.0,23.0,78.0,0.0,3.0,2,2,1,4,56.39419,4,1
4430,1,10954.38352,0,1,3,1,1,89892.0,2,1,135.0,9.0,6.0,0.0,9.0,2,2,4,3,526.2487980000001,3,0
4431,1,3164.378577,0,1,3,2,2,0.0,0,1,92.0,33.0,41.0,1.0,1.0,2,0,4,2,662.4,5,0
4432,0,7804.597655,0,2,3,2,1,0.0,1,2,117.0,18.0,84.0,4.0,8.0,2,2,4,0,91.055318,4,0
4433,1,5207.197499,0,0,1,1,1,21576.0,0,2,65.0,27.0,16.0,0.0,3.0,2,2,2,4,312.0,4,0
4434,0,2886.451602,1,1,4,3,1,10312.0,0,2,78.0,10.0,63.0,0.0,1.0,2,0,3,2,486.27855700000003,4,3
4435,2,2483.642397,0,0,0,1,1,50632.0,1,2,62.0,26.0,42.0,0.0,1.0,3,3,1,2,54.961039,5,0
4436,1,4896.261605,0,1,4,2,1,0.0,0,1,139.0,5.0,29.0,0.0,1.0,2,4,3,0,1000.8,3,0
4437,0,4928.001408,0,0,4,1,2,97917.0,2,1,67.0,14.0,32.0,5.0,3.0,2,4,2,2,279.184512,5,0
4438,2,8759.592518000001,0,0,0,5,2,28280.0,0,2,116.0,7.0,55.0,0.0,9.0,2,2,3,4,556.8,2,0
4439,1,11281.52451,0,1,4,1,1,86195.0,2,2,139.0,12.0,10.0,0.0,3.0,1,5,4,2,601.6679019999999,3,0
4440,4,4315.6705,0,0,2,1,1,89797.0,1,2,106.0,19.0,8.0,0.0,1.0,2,2,3,4,70.958361,3,1
4441,2,4491.909095,0,0,0,2,2,0.0,0,2,63.0,16.0,5.0,0.0,5.0,2,2,3,2,302.4,4,0
4442,4,6745.248379000001,0,0,4,2,2,0.0,0,1,192.0,1.0,27.0,0.0,1.0,2,2,3,3,1921.2489289999999,1,3
4443,1,28799.95415,0,1,0,1,2,33635.0,0,2,240.0,1.0,23.0,0.0,2.0,2,2,4,4,1152.0,1,0
4444,0,14503.02129,0,0,3,5,2,29790.0,0,2,194.0,25.0,49.0,0.0,3.0,2,4,4,2,931.2,1,0
4445,2,8270.625331000001,0,0,4,1,2,44656.0,0,2,70.0,2.0,80.0,0.0,2.0,2,4,3,0,336.0,5,0
4446,2,12731.95161,1,0,1,1,2,40870.0,0,2,105.0,3.0,56.0,0.0,2.0,2,4,4,2,504.0,3,3
4447,1,4167.094538,0,0,0,2,2,0.0,1,2,117.0,8.0,64.0,0.0,1.0,3,8,1,2,94.94292,2,0
4448,1,10455.48983,0,1,4,1,1,28363.0,0,3,133.0,0.0,35.0,0.0,3.0,2,2,4,2,638.4,2,0
4449,1,7074.398104000001,0,1,3,1,1,94508.0,0,2,88.0,27.0,54.0,0.0,3.0,2,2,2,2,491.384479,4,0
4450,0,7046.478698000001,0,0,4,2,2,0.0,0,2,64.0,24.0,73.0,0.0,2.0,2,4,4,0,324.69555499999996,4,3
4451,0,13357.445440000001,0,1,1,2,2,0.0,0,3,124.0,13.0,1.0,0.0,2.0,2,2,1,2,696.034509,3,0
4452,2,18708.75831,0,1,0,2,2,0.0,0,1,77.0,10.0,36.0,1.0,2.0,2,2,4,0,554.4,4,1
4453,1,8169.334846,0,0,3,2,1,0.0,0,1,116.0,10.0,99.0,0.0,3.0,3,8,4,0,835.2,2,0
4454,0,8583.272854,0,2,4,4,1,18017.0,0,3,114.0,23.0,54.0,0.0,9.0,2,2,3,3,547.2,4,0
4455,3,12234.36232,0,0,4,2,1,0.0,0,1,117.0,15.0,68.0,0.0,2.0,2,4,3,0,930.5947070000001,3,0
4456,4,7185.673718000001,0,1,4,1,2,63741.0,1,1,91.0,25.0,15.0,0.0,6.0,3,7,1,3,36.980596000000006,4,0
4457,0,9060.204521,0,0,4,1,1,57078.0,0,2,113.0,26.0,13.0,1.0,8.0,2,2,4,3,542.4,2,3
4458,0,2336.177331,0,0,4,2,1,0.0,0,1,67.0,21.0,28.0,0.0,1.0,1,9,3,2,458.66138099999995,4,0
4459,0,7995.41091,0,0,3,1,1,25239.0,1,3,100.0,30.0,59.0,0.0,7.0,2,2,1,0,150.96491,3,0
4460,0,5897.555427,0,0,4,1,1,29227.0,0,2,74.0,0.0,83.0,0.0,7.0,1,9,4,0,421.19002,5,0
4461,1,3939.0063700000005,1,1,3,1,1,60021.0,0,2,99.0,12.0,28.0,0.0,1.0,1,5,3,2,882.8719449999999,4,1
4462,0,2695.352444,0,0,3,2,1,0.0,0,1,73.0,23.0,59.0,0.0,1.0,2,2,4,0,780.57363,4,1
4463,4,5459.216794,0,0,4,1,2,83208.0,2,2,68.0,10.0,93.0,0.0,4.0,1,5,3,3,325.866271,4,1
4464,0,10721.61076,0,1,3,1,1,25983.0,0,2,90.0,32.0,43.0,0.0,2.0,3,3,3,4,432.0,4,1
4465,0,2491.257604,1,0,4,5,1,25965.0,0,3,65.0,23.0,27.0,0.0,1.0,3,8,4,2,329.206567,4,0
4466,2,5570.17755,0,0,0,4,1,22679.0,0,2,72.0,25.0,32.0,0.0,4.0,2,2,4,0,345.6,5,1
4467,2,5100.737803,0,0,4,1,2,41186.0,2,1,70.0,15.0,29.0,4.0,3.0,2,2,4,2,242.32040899999998,4,0
4468,1,7633.821822,0,0,4,2,1,0.0,0,3,67.0,7.0,4.0,0.0,2.0,2,2,3,2,445.702958,4,0
4469,1,4656.665064,0,0,0,1,2,29070.0,0,2,61.0,8.0,99.0,2.0,3.0,2,4,1,3,292.8,5,1
4470,4,4363.1982,0,0,3,2,1,0.0,0,1,63.0,13.0,49.0,0.0,7.0,2,2,4,2,302.4,4,1
4471,1,2526.729022,0,0,0,1,1,33485.0,0,2,63.0,6.0,41.0,0.0,1.0,2,2,2,3,343.705799,4,0
4472,3,5122.718927,0,0,4,1,1,58206.0,0,2,64.0,2.0,56.0,0.0,3.0,2,4,1,0,454.188803,4,1
4473,0,2483.544888,0,0,4,1,2,87492.0,2,2,62.0,15.0,69.0,0.0,1.0,2,4,1,2,264.46180499999997,5,0
4474,0,3489.2763689999997,0,1,3,2,2,0.0,0,2,98.0,29.0,37.0,0.0,1.0,2,2,3,3,705.6,4,1
4475,4,7325.917302,0,2,3,1,2,20757.0,1,1,102.0,6.0,74.0,3.0,9.0,3,8,4,2,216.4268,4,0
4476,0,4841.057535,0,0,0,1,1,23449.0,0,2,61.0,33.0,2.0,0.0,8.0,3,8,3,4,292.8,4,0
4477,2,19964.397080000002,0,0,0,2,2,0.0,0,1,192.0,35.0,34.0,0.0,2.0,2,4,4,4,921.6,1,1
4478,4,32450.39142,0,0,0,1,1,60455.0,0,1,104.0,20.0,25.0,0.0,2.0,2,0,2,2,499.2,3,0
4479,3,2628.171324,0,1,4,2,2,0.0,0,1,89.0,12.0,73.0,4.0,1.0,2,2,4,0,640.8,4,1
4480,1,3095.6271239999996,0,1,4,1,2,53588.0,0,2,77.0,10.0,71.0,0.0,1.0,2,2,3,0,369.6,4,0
4481,1,12731.95161,1,0,1,1,2,40870.0,0,2,105.0,3.0,56.0,0.0,2.0,3,8,4,2,504.0,3,3
4482,2,2631.564135,0,0,3,2,2,0.0,0,2,71.0,11.0,68.0,0.0,1.0,2,2,3,3,340.8,5,3
4483,4,35984.104569999996,0,1,4,2,1,0.0,0,1,129.0,2.0,69.0,0.0,2.0,3,3,4,2,1267.549091,2,0
4484,3,2906.893312,0,0,4,1,1,45128.0,1,2,72.0,13.0,34.0,0.0,1.0,1,5,2,0,66.667784,4,0
4485,1,10628.06415,0,1,3,1,2,90874.0,2,2,137.0,18.0,28.0,4.0,3.0,2,2,4,3,459.785009,3,0
4486,2,7590.9612879999995,0,1,4,1,1,52823.0,1,2,95.0,7.0,15.0,0.0,5.0,2,2,3,0,125.768818,5,0
4487,1,5108.038755,0,0,0,4,2,26784.0,0,2,67.0,14.0,82.0,0.0,8.0,3,8,1,0,482.4,4,1
4488,0,13989.846969999999,0,0,0,1,2,22354.0,0,2,118.0,27.0,9.0,0.0,2.0,2,0,4,3,775.526054,3,1
4489,0,3115.704933,0,1,0,1,2,54420.0,0,1,80.0,27.0,0.0,0.0,1.0,2,0,3,3,576.0,4,0
4490,0,13369.44267,0,0,0,1,1,50800.0,0,2,112.0,1.0,45.0,0.0,2.0,3,3,4,3,621.218119,2,0
4491,0,8621.185568,0,1,0,2,1,0.0,0,1,87.0,12.0,12.0,1.0,2.0,2,2,4,3,417.6,4,0
4492,2,10359.01985,0,0,0,1,2,84583.0,2,2,65.0,6.0,50.0,0.0,2.0,3,7,3,0,238.86865899999998,4,1
4493,4,3241.838403,0,1,3,1,2,33701.0,0,1,88.0,14.0,22.0,3.0,1.0,2,2,4,2,460.815578,4,0
4494,1,4344.99018,0,0,3,2,1,0.0,0,1,63.0,21.0,27.0,0.0,4.0,3,7,1,0,462.63613,4,1
4495,2,5332.462694,1,0,1,1,1,68931.0,2,2,66.0,32.0,30.0,0.0,7.0,3,8,3,0,309.577946,4,0
4496,0,7692.456014,0,2,0,2,2,0.0,0,2,105.0,1.0,37.0,0.0,4.0,2,0,2,4,504.0,4,0
4497,2,26223.81193,0,0,4,2,2,0.0,0,1,115.0,22.0,15.0,1.0,2.0,3,8,4,3,828.0,3,0
4498,2,6930.625422,0,2,0,1,2,29318.0,0,1,198.0,29.0,96.0,5.0,1.0,2,2,3,2,1386.824722,3,0
4499,0,11610.25439,0,0,0,1,1,41503.0,1,2,73.0,28.0,69.0,0.0,2.0,2,2,4,2,15.001594,5,1
4500,0,8937.118615000001,0,1,4,2,2,0.0,0,2,126.0,16.0,69.0,0.0,8.0,2,4,4,0,604.8,3,1
4501,1,2462.859762,0,0,3,2,1,0.0,0,3,69.0,9.0,68.0,0.0,1.0,2,0,4,3,427.25055,5,1
4502,0,2300.691547,1,0,3,3,2,25905.0,0,3,63.0,21.0,12.0,0.0,1.0,2,2,4,2,302.4,4,3
4503,0,4078.0233310000003,0,0,0,2,1,0.0,0,1,116.0,18.0,86.0,0.0,1.0,2,0,4,2,835.2,2,0
4504,4,2868.598866,0,0,0,1,1,40046.0,1,3,73.0,10.0,51.0,0.0,1.0,2,4,4,2,118.50979099999999,4,1
4505,1,4428.031583,1,0,4,1,1,58577.0,2,2,110.0,6.0,62.0,0.0,1.0,2,2,4,2,303.872752,3,0
4506,1,4061.5902189999997,0,2,3,1,2,70129.0,1,2,103.0,24.0,57.0,1.0,1.0,2,4,4,0,130.495798,4,0
4507,4,18504.2801,0,1,2,1,2,91268.0,2,2,229.0,32.0,62.0,0.0,5.0,3,3,3,2,737.737825,6,1
4508,1,4904.894731,1,1,0,3,1,12902.0,0,3,139.0,3.0,51.0,0.0,1.0,2,2,4,2,667.2,2,0
4509,0,10827.87278,0,1,4,1,1,62053.0,2,2,134.0,3.0,89.0,0.0,5.0,2,2,4,4,614.03209,3,0
4510,4,5745.121547,0,0,3,1,1,30389.0,2,2,73.0,34.0,66.0,0.0,4.0,2,0,3,4,278.932051,4,0
4511,4,2423.259778,0,0,3,5,2,15585.0,1,2,65.0,22.0,24.0,0.0,1.0,2,2,4,2,67.618365,5,0
4512,2,5926.729379,1,1,0,3,2,23091.0,0,2,96.0,28.0,90.0,5.0,5.0,2,2,4,2,460.8,4,0
4513,1,4605.0366460000005,1,0,0,5,1,22571.0,0,1,63.0,29.0,51.0,0.0,9.0,2,2,3,4,302.4,4,3
4514,0,2132.771675,0,0,4,2,2,0.0,0,1,61.0,0.0,62.0,0.0,1.0,2,2,4,2,691.677138,4,1
4515,0,2643.7157399999996,0,1,0,2,1,0.0,0,1,82.0,14.0,56.0,3.0,1.0,2,2,4,0,393.6,5,0
4516,1,5824.224192000001,0,0,0,1,2,73976.0,2,3,73.0,27.0,84.0,0.0,3.0,2,4,3,4,338.529369,4,0
4517,0,6889.6161,0,1,3,1,1,30814.0,0,2,87.0,8.0,96.0,0.0,3.0,2,0,3,0,417.6,4,0
4518,2,3008.099115,0,0,3,1,1,80681.0,0,2,74.0,31.0,12.0,0.0,1.0,3,8,3,2,355.2,4,0
4519,0,3286.171949,0,1,4,1,1,60934.0,0,2,82.0,15.0,64.0,0.0,1.0,2,2,3,3,393.6,5,3
4520,0,13552.777759999999,0,0,4,2,2,0.0,0,1,62.0,19.0,3.0,2.0,2.0,3,7,2,2,446.4,5,0
4521,1,5166.190278,0,0,0,1,1,80797.0,2,2,64.0,21.0,47.0,0.0,9.0,2,0,3,4,300.94029700000004,4,1
4522,0,2945.998877,0,0,0,1,2,89410.0,1,3,74.0,11.0,50.0,0.0,1.0,2,4,3,2,95.997363,4,0
4523,4,4863.470811,0,1,3,1,2,52728.0,0,3,127.0,34.0,34.0,1.0,1.0,3,8,4,0,609.6,3,0
4524,4,4892.617128,0,0,3,1,1,43199.0,0,2,61.0,23.0,31.0,0.0,3.0,2,2,2,3,334.007478,4,0
4525,2,3337.59441,0,1,3,1,1,43510.0,2,2,83.0,8.0,75.0,0.0,1.0,2,2,1,2,238.088581,4,0
4526,3,5246.278375,1,0,3,1,1,28909.0,0,2,66.0,15.0,66.0,0.0,8.0,2,2,4,2,456.70273499999996,5,0
4527,0,9031.214859,1,1,2,2,1,0.0,0,1,122.0,15.0,47.0,0.0,9.0,2,4,4,0,650.52179,2,0
4528,0,3580.076125,0,1,3,1,1,71176.0,2,2,91.0,3.0,62.0,2.0,1.0,2,4,3,4,278.072755,5,0
4529,1,9802.548509,0,1,3,1,2,84429.0,1,2,123.0,11.0,2.0,0.0,6.0,2,4,3,3,115.07234,3,0
4530,1,4825.651946,0,0,3,1,2,61613.0,1,2,61.0,6.0,20.0,1.0,9.0,1,9,4,3,40.562432,4,0
4531,1,3203.303695,0,1,2,1,2,68370.0,2,2,80.0,0.0,45.0,0.0,1.0,2,4,1,2,244.158446,4,0
4532,1,5659.139938,0,0,0,1,1,52389.0,0,2,72.0,29.0,8.0,1.0,9.0,2,2,4,2,345.6,4,0
4533,0,4144.868939,0,0,4,1,1,64478.0,1,2,103.0,30.0,92.0,0.0,1.0,2,2,3,0,8.281829,3,0
4534,3,13770.976180000001,1,2,4,1,1,59207.0,0,1,116.0,23.0,21.0,0.0,2.0,2,4,4,2,556.8,4,0
4535,4,3716.4796549999996,0,1,4,5,1,17162.0,0,2,96.0,15.0,29.0,0.0,1.0,3,3,3,4,460.8,4,1
4536,4,3123.080994,1,0,3,2,2,0.0,0,2,101.0,1.0,83.0,4.0,1.0,2,2,4,2,960.115399,3,3
4537,1,12168.744920000001,1,0,3,3,2,14973.0,0,3,115.0,2.0,75.0,0.0,2.0,2,4,4,0,828.0,3,0
4538,1,2674.730716,1,0,0,1,2,56342.0,0,1,69.0,12.0,89.0,0.0,1.0,1,9,3,3,331.2,4,1
4539,0,12741.84754,1,0,3,1,1,73054.0,2,2,106.0,34.0,36.0,1.0,2.0,2,2,4,0,419.36595800000003,3,0
4540,4,4037.5472579999996,0,2,3,5,2,21586.0,0,2,106.0,6.0,5.0,0.0,1.0,2,2,4,0,1056.291709,5,1
4541,0,8628.303301,0,0,4,2,1,0.0,0,1,117.0,11.0,63.0,0.0,5.0,1,5,3,0,842.4,3,0
4542,0,22093.61618,0,2,4,1,1,24193.0,2,2,185.0,26.0,79.0,0.0,2.0,2,2,4,0,785.367947,2,0
4543,0,8217.427595000001,0,0,0,1,1,84815.0,2,2,68.0,9.0,37.0,0.0,2.0,2,0,4,2,279.996658,4,0
4544,0,26197.41498,1,0,4,4,1,18495.0,0,2,113.0,10.0,15.0,0.0,2.0,3,8,4,0,542.4,3,3
4545,1,8110.536059,0,0,3,1,2,36554.0,0,2,70.0,6.0,62.0,1.0,2.0,2,4,2,3,433.38842,5,1
4546,0,4766.367352,0,0,3,2,1,0.0,0,1,68.0,3.0,36.0,0.0,9.0,2,4,4,2,656.959783,4,0
4547,0,8819.018934,1,0,4,1,2,99845.0,0,2,110.0,23.0,25.0,1.0,8.0,3,3,3,0,528.0,3,0
4548,1,5171.272924,0,0,0,2,1,0.0,0,2,69.0,13.0,90.0,0.0,3.0,3,3,4,2,344.469652,5,0
4549,1,3896.572719,0,0,3,5,2,10853.0,2,2,104.0,11.0,18.0,0.0,1.0,3,8,3,4,350.30638500000003,3,1
4550,1,6005.027312,0,1,2,5,1,23749.0,1,2,77.0,20.0,6.0,0.0,4.0,2,4,4,2,151.550875,4,0
4551,0,6869.1853439999995,0,0,0,2,1,0.0,0,1,69.0,18.0,71.0,2.0,2.0,3,3,3,0,331.2,4,0
4552,1,3054.541283,0,1,3,2,2,0.0,0,1,88.0,29.0,19.0,0.0,1.0,2,0,3,2,422.4,4,1
4553,0,4874.216555,0,0,0,1,2,92783.0,1,2,61.0,1.0,47.0,0.0,6.0,2,0,3,2,6.6712679999999995,5,0
4554,2,2747.429661,0,0,1,1,1,83502.0,0,2,68.0,25.0,36.0,0.0,1.0,2,2,3,0,368.963633,4,0
4555,0,8717.049833,1,0,0,1,2,83846.0,0,2,74.0,22.0,94.0,3.0,2.0,2,0,3,2,355.2,4,3
4556,0,4099.659085,0,0,4,5,1,18606.0,0,2,110.0,12.0,45.0,1.0,1.0,2,2,1,2,568.8449049999999,3,0
4557,2,8189.967712000001,0,0,1,1,2,72191.0,2,2,68.0,19.0,48.0,0.0,2.0,2,2,1,3,209.387509,4,0
4558,0,5225.03143,0,0,0,1,2,57733.0,0,2,66.0,24.0,66.0,0.0,5.0,2,4,2,3,393.528054,5,0
4559,2,7949.284259999999,0,1,1,1,2,63688.0,0,2,99.0,28.0,93.0,0.0,6.0,2,4,3,0,475.2,4,0
4560,1,3135.405606,0,1,0,1,1,55855.0,2,2,79.0,10.0,71.0,0.0,1.0,2,4,2,0,272.9955,4,0
4561,0,3939.0063700000005,1,1,3,1,1,60021.0,0,2,99.0,12.0,28.0,0.0,1.0,1,6,3,2,882.8719449999999,4,1
4562,2,5325.724541,1,0,4,2,2,0.0,0,2,73.0,17.0,44.0,0.0,7.0,3,7,3,3,496.474767,5,0
4563,1,19483.24011,0,1,4,1,2,74300.0,2,2,122.0,23.0,38.0,0.0,2.0,2,2,3,4,354.55391000000003,3,0
4564,3,3459.230941,0,1,3,2,2,0.0,0,2,96.0,6.0,8.0,0.0,1.0,3,8,1,4,460.8,4,0
4565,0,17103.79173,0,0,4,1,1,51747.0,0,2,71.0,8.0,71.0,0.0,2.0,2,2,3,4,340.8,4,0
4566,2,2753.312714,0,0,4,1,1,28887.0,0,1,73.0,16.0,15.0,2.0,1.0,2,4,4,0,425.81795,4,0
4567,2,12866.89474,0,0,4,2,2,0.0,0,1,189.0,24.0,93.0,0.0,6.0,2,2,4,2,1415.5793019999999,6,1
4568,4,4420.2489829999995,0,0,3,2,1,0.0,0,1,68.0,0.0,93.0,3.0,5.0,2,2,3,2,546.4200089999999,4,3
4569,4,2756.472584,0,0,4,1,2,43540.0,1,2,70.0,29.0,60.0,0.0,1.0,3,8,3,3,117.585017,5,0
4570,4,7743.918426,0,0,3,1,1,96961.0,1,2,64.0,24.0,99.0,0.0,2.0,3,8,2,3,81.377259,5,0
4571,2,8169.746083,0,0,0,1,1,32799.0,0,3,104.0,7.0,27.0,0.0,3.0,2,4,4,2,499.2,3,0
4572,4,3569.864625,0,0,3,2,1,0.0,0,1,101.0,12.0,38.0,0.0,1.0,2,2,4,3,1201.085226,3,1
4573,1,10656.88195,1,1,3,1,1,72540.0,0,2,88.0,7.0,3.0,0.0,2.0,2,4,3,3,631.743039,5,0
4574,1,7092.635635,0,2,2,1,2,35173.0,1,2,180.0,24.0,9.0,2.0,1.0,2,4,4,2,415.331869,2,0
4575,3,2777.3418850000003,0,0,4,1,1,65431.0,0,2,69.0,7.0,90.0,0.0,1.0,2,4,2,3,331.2,4,0
4576,2,7550.41865,0,0,4,2,1,0.0,0,2,100.0,20.0,48.0,0.0,6.0,3,8,4,2,480.0,3,1
4577,3,4727.354547999999,0,0,3,2,2,0.0,0,1,72.0,23.0,7.0,0.0,3.0,2,4,3,3,345.6,4,0
4578,2,14274.55485,0,1,4,2,2,0.0,0,1,84.0,35.0,42.0,0.0,2.0,2,0,2,3,604.8,4,0
4579,1,9559.340024,0,1,4,1,1,40672.0,0,3,121.0,28.0,99.0,0.0,3.0,3,8,4,3,580.8,3,0
4580,1,8879.790017,1,0,4,1,1,52583.0,2,1,113.0,12.0,59.0,0.0,7.0,2,2,4,2,528.2008599999999,3,1
4581,2,5525.470004,0,0,0,1,1,64816.0,0,2,69.0,30.0,33.0,0.0,7.0,3,3,1,2,331.2,4,1
4582,1,5923.2080000000005,0,0,3,1,1,36685.0,0,2,74.0,15.0,25.0,0.0,5.0,3,7,4,0,355.2,4,0
4583,0,8501.652884000001,0,1,4,2,2,0.0,0,1,136.0,20.0,98.0,3.0,6.0,2,4,4,4,979.2,2,0
4584,1,40235.9731,0,1,2,1,1,77143.0,1,2,125.0,5.0,49.0,3.0,2.0,2,2,4,2,176.006384,3,1
4585,2,2584.824329,0,0,2,1,2,60942.0,2,2,64.0,11.0,56.0,0.0,1.0,1,6,3,3,288.205261,5,3
4586,2,19278.81715,0,0,4,2,1,0.0,0,1,61.0,12.0,77.0,0.0,2.0,2,2,1,0,366.60473199999996,5,0
4587,0,11981.98481,1,0,2,3,1,21514.0,2,2,62.0,0.0,59.0,0.0,2.0,2,4,4,2,257.248789,5,0
4588,3,3933.8139929999998,1,0,4,1,2,25927.0,0,1,103.0,6.0,20.0,0.0,1.0,2,2,3,4,674.973614,3,0
4589,0,2491.257604,1,0,4,5,1,25965.0,0,3,65.0,23.0,27.0,0.0,1.0,2,2,4,2,329.206567,4,0
4590,2,7431.664369,0,1,3,1,1,27688.0,0,2,92.0,8.0,86.0,0.0,9.0,2,2,4,2,572.352362,4,1
4591,0,7865.182898,0,1,4,1,1,75490.0,1,2,97.0,33.0,20.0,0.0,7.0,3,8,3,2,43.084332,4,0
4592,0,15978.91049,0,1,3,1,1,33871.0,0,1,136.0,2.0,23.0,0.0,2.0,2,2,4,3,933.6246550000001,3,0
4593,4,2113.85703,0,0,0,2,1,0.0,0,1,65.0,27.0,37.0,2.0,1.0,2,0,1,3,468.0,4,1
4594,1,8661.735884,0,0,0,1,2,85470.0,0,1,109.0,23.0,31.0,0.0,6.0,2,4,4,2,523.2,3,0
4595,3,5625.307768,0,0,0,1,2,97095.0,2,2,70.0,4.0,8.0,0.0,5.0,2,0,2,0,208.035411,4,3
4596,3,4592.150374,0,0,0,1,1,73604.0,1,2,114.0,15.0,89.0,0.0,1.0,2,4,4,2,184.222768,3,0
4597,1,3709.9197240000003,0,0,3,2,2,0.0,0,1,112.0,13.0,33.0,0.0,1.0,2,4,3,2,1082.898726,3,0
4598,1,8208.929715,0,2,3,1,1,40646.0,0,2,103.0,22.0,6.0,0.0,8.0,2,2,3,4,494.4,4,0
4599,2,5595.389905,1,0,4,1,1,74454.0,0,1,71.0,25.0,29.0,0.0,3.0,2,2,3,3,340.8,4,0
4600,2,3413.6225600000002,0,1,4,5,1,18168.0,0,2,87.0,25.0,50.0,0.0,1.0,2,4,3,2,417.6,5,0
4601,4,6325.0305960000005,0,1,4,2,2,0.0,0,2,89.0,4.0,86.0,0.0,7.0,2,4,1,2,614.572672,5,0
4602,0,6393.874612,0,0,2,2,2,0.0,0,1,66.0,4.0,6.0,2.0,2.0,2,2,4,2,316.8,4,3
4603,2,8738.401012999999,0,2,3,1,2,43597.0,0,2,110.0,20.0,24.0,0.0,6.0,2,2,4,2,528.0,5,0
4604,0,4836.394361,0,2,4,2,2,0.0,0,3,140.0,15.0,87.0,0.0,1.0,2,4,1,0,672.0,3,1
4605,0,24967.75842,0,0,4,1,2,66825.0,1,2,69.0,11.0,47.0,0.0,2.0,2,2,2,2,70.031111,4,0
4606,1,5409.955926,0,0,4,2,1,0.0,0,1,62.0,1.0,9.0,5.0,2.0,2,2,3,2,297.6,4,0
4607,1,2344.2331879999997,0,0,3,2,2,0.0,0,1,74.0,13.0,42.0,1.0,1.0,2,4,2,0,532.8,4,0
4608,0,15173.96841,0,1,4,1,1,22448.0,0,2,126.0,20.0,32.0,0.0,2.0,2,2,4,0,604.8,3,0
4609,0,11124.20636,0,1,0,1,2,42596.0,1,1,96.0,8.0,82.0,0.0,2.0,2,0,4,4,42.293622,4,0
4610,0,4863.266809000001,0,0,3,2,2,0.0,0,1,70.0,3.0,35.0,0.0,5.0,3,8,3,2,646.785442,4,1
4611,2,5577.5412799999995,0,0,0,1,2,97868.0,2,2,70.0,5.0,22.0,1.0,3.0,1,5,1,0,267.786573,5,3
4612,1,4526.94696,0,0,4,1,1,92921.0,1,2,112.0,35.0,49.0,0.0,1.0,2,4,3,3,109.28708,3,0
4613,3,2519.569496,0,0,3,1,2,41372.0,0,2,64.0,21.0,32.0,0.0,1.0,2,4,3,0,307.2,4,1
4614,1,4892.422239,0,0,4,5,1,26660.0,0,2,63.0,23.0,40.0,0.0,8.0,2,4,1,2,453.6,5,0
4615,3,18943.26899,0,1,4,1,2,58851.0,0,2,79.0,11.0,33.0,1.0,2.0,2,0,3,4,494.187643,4,0
4616,1,8564.768226,1,0,4,1,2,95697.0,1,2,107.0,29.0,29.0,0.0,9.0,3,8,3,2,178.006524,2,0
4617,1,4419.5395229999995,0,0,2,2,1,0.0,0,2,112.0,16.0,12.0,0.0,1.0,2,2,4,2,537.6,3,0
4618,2,5637.740051,0,1,3,2,2,0.0,0,3,84.0,4.0,52.0,1.0,4.0,2,2,3,2,403.2,4,3
4619,3,5047.483378,0,0,3,1,2,81741.0,2,1,64.0,10.0,94.0,0.0,8.0,3,3,4,2,186.448395,4,0
4620,0,4913.118904,0,0,0,1,1,48295.0,2,1,63.0,25.0,96.0,0.0,8.0,2,0,4,0,290.30155299999996,4,0
4621,4,5799.063709,0,0,4,1,1,65538.0,2,2,72.0,24.0,86.0,0.0,3.0,2,2,2,4,261.341223,4,1
4622,0,5568.984683,0,0,0,1,2,53997.0,0,2,69.0,26.0,3.0,0.0,3.0,2,2,4,0,345.158393,4,0
